========== DOORS REMOTE SPY LOG ==========
Время старта: 2026-05-17 13:20:34
Длительность: 300 секунд
Направления: C->S (клиент->сервер), S<-C (сервер->клиент), BIND (bindable)
==========================================

[13:20:34][S<-C] ReplicatedStorage.RemotesFolder.SendErrorLog | "STARTING RP ROOM "
[13:23:39][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -76 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -64 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -57 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -53 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -45 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -37 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:23:39][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -30 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -26 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -18 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:23:39][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -14 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -34 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -53 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -53 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -53 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -53 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -57 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -64 [number]
[13:23:40][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -68 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -72 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -68 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -49 [number]
[13:23:40][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -60 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -80 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -99 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -130 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -168 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -188 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -203 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -211 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -214 [number]
[13:23:41][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -214 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | true [boolean] | nil [nil]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -214 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -207 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -199 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -191 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -184 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -180 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -172 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -164 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -149 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -145 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -137 [number]
[13:23:41][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -134 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -126 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -126 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -126 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -126 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.Crouch | false [boolean] | nil [nil]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -122 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -118 [number]
[13:23:41][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -118 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -118 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -118 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -118 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -118 [number]
[13:23:42][C->FireServer] Workspace.CurrentRooms.13.Door.ClientOpen | 
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -111 [number]
[13:23:42][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -111 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -107 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -107 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -107 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -107 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -107 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -103 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -99 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -99 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -99 [number]
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -99 [number]
[13:23:42][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:42][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -99 [number]
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -95 [number]
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:23:43][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:43][S<-C] ReplicatedStorage.RemotesFolder.LiveClock | 0 [number]
[13:23:43][S<-C] ReplicatedStorage.RemotesFolder.UseEventModule | "toggle" | 8 [number] | false [boolean] | 0, 0, 0 [Color3]
[13:23:43][S<-C] ReplicatedStorage.RemotesFolder.UseEventModule | "toggle" | 9 [number] | false [boolean] | 0, 0, 0 [Color3]
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:23:43][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:43][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -91 [number]
[13:23:43][S<-C] ReplicatedStorage.RemotesFolder.LightningStrike | 
[13:23:43][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -80 [number]
[13:23:43][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -95 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -114 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -137 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -157 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -168 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -191 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -211 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -230 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -249 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:23:44][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -268 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -268 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -268 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -268 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -257 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -257 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -257 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -257 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -257 [number]
[13:23:44][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -272 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -284 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -284 [number]
[13:23:44][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -284 [number]
[13:23:45][S<-C] ReplicatedStorage.RemotesFolder.LightningStrike | 
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -291 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -303 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -307 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -303 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -295 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -295 [number]
[13:23:45][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -295 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -295 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -295 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -291 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -280 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -261 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -245 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -234 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -234 [number]
[13:23:45][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -234 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -241 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -245 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -245 [number]
[13:23:45][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -245 [number]
[13:23:46][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:46][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:46][C->FireServer] Workspace.CurrentRooms.14.Door.ClientOpen | 
[13:23:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -188 [number]
[13:23:46][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -161 [number]
[13:23:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -118 [number]
[13:23:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -37 [number]
[13:23:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 55 [number]
[13:23:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 136 [number]
[13:23:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 159 [number]
[13:23:46][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 163 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 163 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 174 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 197 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 229 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 258 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 262 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 246 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 227 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 208 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 169 [number]
[13:23:47][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 65 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -66 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -177 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -293 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -393 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -474 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -516 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -578 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -605 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -612 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -605 [number]
[13:23:47][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -578 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -547 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -493 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -434 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -388 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -353 [number]
[13:23:47][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -314 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -276 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -234 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -191 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -133 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 13 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 113 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 202 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 279 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 340 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 417 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 517 [number]
[13:23:48][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 594 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 650 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 650 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 650 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 650 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 650 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 650 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 625 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 535 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 430 [number]
[13:23:48][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 380 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 326 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 264 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 230 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 191 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 164 [number]
[13:23:48][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 160 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 160 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 164 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 176 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 199 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 218 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 222 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 214 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 184 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 153 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 130 [number]
[13:23:49][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 83 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | 10 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -63 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -140 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -171 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -178 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -190 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:49][C->InvokeServer] ReplicatedStorage.RemotesFolder.CheckRevive | 
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -194 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -190 [number]
[13:23:49][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -190 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -190 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -190 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -190 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -190 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -194 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -201 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -186 [number]
[13:23:50][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.PingRemote | 
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -171 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -148 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -144 [number]
[13:23:50][C->FireServer] ReplicatedStorage.RemotesFolder.MotorReplication | -144 [number]
[13:23:50][S<-C] ReplicatedStorage.RemotesFolder.Dread | "clear"
[13:23:50][S<-C] ReplicatedStorage.RemotesFolder.LiveClock | 0 [number]
[13:23:50][S<-C] ReplicatedStorage.RemotesFolder.UseEventModule | "toggle" | 9 [number] | false [boolean] | 0, 0, 0 [Color3]
[13:23:50][S<-C] ReplicatedStorage.RemotesFolder.UseEventModule | "toggle" | 10 [number] | false [boolean] | 0, 0, 0 [Color3]
